date_id,department_id,country_id,category_id,project_id_numeric,budget_eur,amount_eur
20240430,3,2,7,2,4473.16,4706.216314157639
20240430,3,2,8,2,3218.79,3232.9001848039197
20240430,3,2,9,2,4656.82,4073.27988892812
20240430,4,2,10,2,3536.05,3566.23297317384
20240430,4,2,11,2,2609.9,2732.0512755512395
20240430,4,2,12,2,1324.04,1271.5410273726
20240531,1,2,1,2,2078.55,1757.04487214148
20240531,1,2,2,2,4204.56,4483.57792254936
20240531,1,2,3,2,1963.56,2097.4253937108
20240531,2,2,4,2,3768.04,3514.80951277992
20240531,2,2,5,2,4256.78,4308.05437713792
20240531,2,2,6,2,2575.09,2645.41913951436
20240531,3,2,7,2,4078.95,3961.8157397461196
20240531,3,2,8,2,1115.25,1022.44114671636
20240531,3,2,9,2,1350.23,1321.26503437092
20240531,4,2,10,2,3769.45,3301.41814700064
20240531,4,2,11,2,2817.91,2768.2896200162395
20240531,4,2,12,2,3778.64,4098.5817509532
20240630,1,2,1,2,1484.45,1594.35719825916
20240630,1,2,2,2,1568.69,1454.27225453832
20240630,1,2,3,2,1037.28,927.61164724188
20240630,2,2,4,2,1684.82,1474.46575959192
20240630,2,2,5,2,2090.02,1975.4146366913997
20240630,2,2,6,2,3131.77,2858.16071428944
20240630,3,2,7,2,2261.16,1856.58285720024
20240630,3,2,8,2,1631.21,1460.280322131
20240630,3,2,9,2,2166.71,2257.6738521312
20240630,4,2,10,2,4510.4,3757.4914576716
20240630,4,2,11,2,4511.75,3611.1585235257603
20240630,4,2,12,2,2167.77,2236.19076185388
20240731,1,2,1,2,3125.91,2640.04086935652
20240731,1,2,2,2,3737.93,3466.76496560784
20240731,1,2,3,2,3972.28,4321.2101457768
20240731,2,2,4,2,2827.46,2824.341591717
20240731,2,2,5,2,3209.07,3289.11210505956
20240731,2,2,6,2,4093.63,3938.3432893174795
20240731,3,2,7,2,2634.32,2152.34772874272
20240731,3,2,8,2,2079.35,1810.04782451484
20240731,3,2,9,2,3675.97,3634.71094823184
20240731,4,2,10,2,1833.13,1754.7556084497596
20240731,4,2,11,2,2984.23,3018.98898622128
20240731,4,2,12,2,4921.8,4663.749972836999
20240831,1,2,1,2,4533.29,4735.926758226599
20240831,1,2,2,2,1061.32,1096.33737907092
20240831,1,2,3,2,4209.23,4286.9211743244
20240831,2,2,4,2,3958.46,3348.44302213536
20240831,2,2,5,2,4991.49,5039.79902214456
20240831,2,2,6,2,1768.93,1831.94078296404
20240831,3,2,7,2,1219.52,1126.4576913117598
20240831,3,2,8,2,1949.95,2062.04677272828
20240831,3,2,9,2,3532.89,3070.7323437249597
20240831,4,2,10,2,1908.94,1811.4673679394
20240831,4,2,11,2,3558.01,3854.0004169723197
20240831,4,2,12,2,1822.42,1734.78203265912
20240930,1,2,1,2,1335.6,1158.0375341158801
20240930,1,2,2,2,1210.66,1253.4968310252
20240930,1,2,3,2,3521.87,3183.7859816710798
20240930,2,2,4,2,4138.48,3394.78811591184
20240930,2,2,5,2,4997.14,4712.314352812439
20240930,2,2,6,2,2147.9,1982.7722702158799
20240930,3,2,7,2,1085.09,1065.43731762504
20240930,3,2,8,2,4070.64,3850.6714876738793
20240930,3,2,9,2,1450.05,1578.12241993884
20240930,4,2,10,2,2661.22,2459.68887694464
20240930,4,2,11,2,1124.56,982.9838375843999
20240930,4,2,12,2,4800.27,4439.9719477752
20241031,1,2,1,2,2655.52,2475.5537742317997
20241031,1,2,2,2,4113.72,3967.6938491379597
20241031,1,2,3,2,3975.26,4175.5070090658
20241031,2,2,4,2,4638.83,5044.817408053919
20241031,2,2,5,2,2492.89,2136.3728668240797
20241031,2,2,6,2,3656.39,3889.5089961556805
20241031,3,2,7,2,4785.38,4153.064227459199
20241031,3,2,8,2,4054.15,4312.22303634948
20241031,3,2,9,2,1710.96,1459.030724046
20241031,4,2,10,2,3163.45,3272.08758074952
20241031,4,2,11,2,1398.08,1248.66838402476
20241031,4,2,12,2,4615.2,4272.58578509328
20241130,1,2,1,2,3498.15,3159.90366307056
20241130,1,2,2,2,4865.55,4075.04931981648
20241130,1,2,3,2,4550.15,3893.9975524769998
20241130,2,2,4,2,2687.0,2286.72450841128
20241130,2,2,5,2,4084.3,4091.9638794950397
20241130,2,2,6,2,1395.96,1486.6318465474799
20241130,3,2,7,2,3830.12,3980.4297528202796
20241130,3,2,8,2,2191.59,2000.31662732928
20241130,3,2,9,2,2707.92,2185.56704423436
20241130,4,2,10,2,4874.19,5218.85143254804
20241130,4,2,11,2,4303.39,3865.64667112452
20241130,4,2,12,2,2151.22,2183.3377612507197
20241231,1,2,1,2,1431.34,1293.96381540984
20241231,1,2,2,2,2542.35,2216.6870349432
20241231,1,2,3,2,1795.36,1774.28932571448
20241231,2,2,4,2,3019.76,2453.07100548648
20241231,2,2,5,2,2166.83,1952.0921380329598
20241231,2,2,6,2,3033.99,3024.31727245572
20241231,3,2,7,2,4270.37,4268.277170896199
20241231,3,2,8,2,4186.19,3435.9448784394
20241231,3,2,9,2,4578.57,4170.18871961604
20241231,4,2,10,2,2429.43,2599.72383674208
20241231,4,2,11,2,1227.27,1137.70407407676
20241231,4,2,12,2,1985.18,1674.23150785236
20250131,1,2,1,2,4302.5,3874.1439381025193
20250131,1,2,2,2,4840.11,4145.67660358068
20250131,1,2,3,2,2400.39,2433.8171981928
20250131,2,2,4,2,4100.16,3422.8390937239196
20250131,2,2,5,2,2040.46,2117.98877979756
20250131,2,2,6,2,3448.73,2792.101961124
20250131,3,2,7,2,3611.98,3205.73892082836
20250131,3,2,8,2,3619.52,3090.23607063564
20250131,3,2,9,2,1550.25,1515.5825349807599
20250131,4,2,10,2,2772.32,2861.31969824832
20250131,4,2,11,2,4819.5,5261.547699916319
20250131,4,2,12,2,1488.73,1555.0198505433598
20250228,1,2,1,2,3133.48,3243.0169309000803
20250228,1,2,2,2,2388.05,2225.2942665526803
20250228,1,2,3,2,4183.4,3584.13721453572
20250228,2,2,4,2,4222.15,3897.246507498
20250228,2,2,5,2,4294.34,4441.99129828056
20250228,2,2,6,2,2901.1,2861.64959214276
20250228,3,2,7,2,4076.01,3669.85964316672
20250228,3,2,8,2,1532.19,1557.8489406078
20250228,3,2,9,2,4160.83,3352.06185818952
20250228,4,2,10,2,1855.28,1919.71255245444
20250228,4,2,11,2,4320.83,4509.67952734884
20250228,4,2,12,2,4098.54,3306.2166036470403
20250331,1,2,1,2,1718.38,1712.00935715808
20250331,1,2,2,2,3324.36,3322.89124049328
20250331,1,2,3,2,1798.23,1525.28941290504
20250331,2,2,4,2,3843.54,4007.48105216436
20250331,2,2,5,2,2961.88,3218.4548309413194
20250331,2,2,6,2,3535.23,3776.21543537724
20250331,3,2,7,2,4423.5,4818.3002639898
20250331,3,2,8,2,1557.27,1658.87644658388
20250331,3,2,9,2,1456.03,1578.92216271324
20250331,4,2,10,2,1709.18,1821.95399506872
20250331,4,2,11,2,1155.67,1077.1935364087199
20250331,4,2,12,2,1794.9,1720.33667879652
20250430,1,2,1,2,2961.46,2918.8411972970403
20250430,1,2,2,2,4350.07,3552.0875228516397
20250430,1,2,3,2,4992.61,4082.15703372396
20250430,2,2,4,2,4690.02,4243.46515132044
20250430,2,2,5,2,1261.14,1279.39850013108
20250430,2,2,6,2,2538.13,2489.25936602808
20250430,3,2,7,2,2607.43,2178.95916956088
20250430,3,2,8,2,4063.17,4084.9861237883997
20250430,3,2,9,2,3270.09,2842.99559192988
20250430,4,2,10,2,1678.51,1768.05133207416
20250430,4,2,11,2,4561.95,4303.755759725521
20250430,4,2,12,2,2135.99,1972.74549518184
20250531,1,2,1,2,1549.08,1502.28681135636
20250531,1,2,2,2,4719.38,4016.21824197468
20250531,1,2,3,2,2098.72,2122.317387564
20250531,2,2,4,2,1331.94,1263.33366715032
20250531,2,2,5,2,3539.87,3878.4325587302396
20250531,2,2,6,2,4314.88,3985.55810336112
20250531,3,2,7,2,1982.8,1823.6734420336797
20250531,3,2,8,2,3771.41,3546.68925912444
20250531,3,2,9,2,4000.84,3444.8820039433194
20250531,4,2,10,2,1704.2,1561.4277895232399
20250531,4,2,11,2,4904.67,4327.8080236656
20250531,4,2,12,2,2545.78,2091.25737756324
20250630,1,2,1,2,4580.21,4956.48581862144
20250630,1,2,2,2,3135.61,3077.07030521208
20250630,1,2,3,2,3764.54,3854.97010508628
20250630,2,2,4,2,3077.21,2767.62983222736
20250630,2,2,5,2,4792.91,4968.102082419599
20250630,2,2,6,2,1222.67,1175.7818269228799
20250630,3,2,7,2,4395.6,4652.66353862688
20250630,3,2,8,2,1660.54,1553.4803457026399
20250630,3,2,9,2,1406.79,1216.1588402454
20250630,4,2,10,2,4416.26,4498.303186383
20250630,4,2,11,2,2100.86,2262.2223891606
20250630,4,2,12,2,1508.42,1207.98147037716
20250731,1,2,1,2,2074.85,
20250731,1,2,2,2,4010.17,
20250731,1,2,3,2,4061.77,
20250731,2,2,4,2,2376.53,
20250731,2,2,5,2,4199.39,
20250731,2,2,6,2,4426.23,
20250731,3,2,7,2,3809.74,
20250731,3,2,8,2,4451.05,
20250731,3,2,9,2,4789.17,
20250731,4,2,10,2,3051.13,
20250731,4,2,11,2,3444.83,
20250731,4,2,12,2,4178.83,
20250831,1,2,1,2,2123.79,
20250831,1,2,2,2,2109.88,
20250831,1,2,3,2,2959.81,
20250831,2,2,4,2,4623.71,
20250831,2,2,5,2,2505.79,
20250831,2,2,6,2,3456.26,
20250831,3,2,7,2,2392.13,
20250831,3,2,8,2,4039.86,
20250831,3,2,9,2,3914.61,
20250831,4,2,10,2,4443.22,
20250831,4,2,11,2,2580.95,
20250831,4,2,12,2,4353.64,
20250930,1,2,1,2,4935.11,
20250930,1,2,2,2,1694.77,
20250930,1,2,3,2,1413.73,
20250930,2,2,4,2,4722.94,
20250930,2,2,5,2,1101.21,
20250930,2,2,6,2,1851.88,
20250930,3,2,7,2,2181.04,
20250930,3,2,8,2,1482.37,
20250930,3,2,9,2,1713.59,
20250930,4,2,10,2,3994.95,
20250930,4,2,11,2,2052.85,
20250930,4,2,12,2,2280.08,
20251031,1,2,1,2,1661.25,
20251031,1,2,2,2,4620.96,
20251031,1,2,3,2,3051.04,
20251031,2,2,4,2,1030.79,
20251031,2,2,5,2,2363.26,
20251031,2,2,6,2,4264.87,
20251031,3,2,7,2,1036.1,
20251031,3,2,8,2,4333.09,
20251031,3,2,9,2,4412.9,
20251031,4,2,10,2,4683.22,
20251031,4,2,11,2,4015.77,
20251031,4,2,12,2,1514.03,
20251130,1,2,1,2,1409.43,
20251130,1,2,2,2,3497.48,
20251130,1,2,3,2,4388.07,
20251130,2,2,4,2,2661.45,
20251130,2,2,5,2,4802.62,
20251130,2,2,6,2,3870.8,
20251130,3,2,7,2,1744.09,
20251130,3,2,8,2,1251.12,
20251130,3,2,9,2,2436.0,
20251130,4,2,10,2,4328.38,
20251130,4,2,11,2,2433.89,
20251130,4,2,12,2,2013.98,
20251231,1,2,1,2,2636.2,
20251231,1,2,2,2,2089.53,
20251231,1,2,3,2,4483.58,
20251231,2,2,4,2,1516.42,
20251231,2,2,5,2,2100.32,
20251231,2,2,6,2,1601.58,
20251231,3,2,7,2,4836.64,
20251231,3,2,8,2,4832.81,
20251231,3,2,9,2,2144.99,
20251231,4,2,10,2,4428.73,
20251231,4,2,11,2,2613.74,
20251231,4,2,12,2,3368.62,
20230131,1,3,1,3,2684.05,2806.96717994316
20230131,1,3,2,3,3178.92,3293.95054884468
20230131,1,3,3,3,4459.01,4187.403182835
20230131,2,3,4,3,2960.56,2521.9888390704
20230131,2,3,5,3,3841.15,3198.9810943846796
20230131,2,3,6,3,1193.44,1111.4825078611198
20230131,3,3,7,3,4413.51,4452.887793581759
20230131,3,3,8,3,2593.67,2426.97939747168
20230131,3,3,9,3,2985.5,2902.2465347282396
20230131,4,3,10,3,4815.16,4405.74295703088
20230131,4,3,11,3,2916.59,2903.4761392438795
20230131,4,3,12,3,3492.86,3619.8357326279997
20230228,1,3,1,3,4060.04,3652.3752667614
20230228,1,3,2,3,3902.51,4085.67590193132
20230228,1,3,3,3,4010.97,3848.22227542728
20230228,2,3,4,3,3689.69,3880.6018610057995
20230228,2,3,5,3,1136.48,1140.36321880164
20230228,2,3,6,3,1079.46,1008.7155613507199
20230228,3,3,7,3,2247.74,1918.27301546052
20230228,3,3,8,3,1946.79,2096.15580205644
20230228,3,3,9,3,1758.93,1629.1260153762
20230228,4,3,10,3,2756.84,2668.08185038392
20230228,4,3,11,3,3648.7,3206.1587857849204
20230228,4,3,12,3,3957.57,3821.33092463808
20230331,1,3,1,3,4266.36,4169.908809645
20230331,1,3,2,3,1186.47,990.32147753952
20230331,1,3,3,3,3247.53,3439.5237273548396
20230331,2,3,4,3,2958.17,3133.8420454098
20230331,2,3,5,3,2066.76,1691.6958906883199
20230331,2,3,6,3,3964.74,3908.10301566048
20230331,3,3,7,3,4037.24,3784.6327280777996
20230331,3,3,8,3,1309.64,1289.65520121276
20230331,3,3,9,3,1796.29,1913.8344430626
20230331,4,3,10,3,3285.93,3191.60346729084
20230331,4,3,11,3,2983.89,2698.47207581112
20230331,4,3,12,3,4265.71,4254.97145048712
20230430,1,3,1,3,1651.22,1485.25229026164
20230430,1,3,2,3,3511.25,3532.2539020465197
20230430,1,3,3,3,2336.07,2030.22700709184
20230430,2,3,4,3,3329.31,3358.9496428340403
20230430,2,3,5,3,3469.36,3608.52936915492
20230430,2,3,6,3,1902.49,1589.9986001386799
20230430,3,3,7,3,3518.48,3648.2266011192
20230430,3,3,8,3,2994.67,2872.88597812308
20230430,3,3,9,3,3749.41,3603.43100896812
20230430,4,3,10,3,1291.81,1167.33454386828
20230430,4,3,11,3,1060.2,932.91993990696
20230430,4,3,12,3,3999.76,3726.1715312691595
20230531,1,3,1,3,1389.37,1473.7659846643198
20230531,1,3,2,3,2055.92,1869.4887062221198
20230531,1,3,3,3,3101.55,3376.9238616886805
20230531,2,3,4,3,3042.76,3255.203011425
20230531,2,3,5,3,2166.4,2134.74339092124
20230531,2,3,6,3,4046.68,3674.3182091339995
20230531,3,3,7,3,3558.54,2898.13785622476
20230531,3,3,8,3,2218.88,2153.41738470348
20230531,3,3,9,3,4548.44,4824.31832836716
20230531,4,3,10,3,3404.72,2784.46441762848
20230531,4,3,11,3,2139.51,1746.22835111772
20230531,4,3,12,3,1646.2,1470.10716147144
20230630,1,3,1,3,2885.72,2404.48663194168
20230630,1,3,2,3,4810.73,4535.43124468452
20230630,1,3,3,3,3861.47,3284.8534747858794
20230630,2,3,4,3,4194.96,4120.254780139439
20230630,2,3,5,3,1609.77,1457.5711934827198
20230630,2,3,6,3,4427.82,4399.80486693096
20230630,3,3,7,3,4681.26,5058.35305451064
20230630,3,3,8,3,4355.86,4183.33449147024
20230630,3,3,9,3,3316.93,3045.7403820249597
20230630,4,3,10,3,1229.56,1197.12496221468
20230630,4,3,11,3,1459.65,1398.7101252868802
20230630,4,3,12,3,2319.37,2417.1825484852798
20230731,1,3,1,3,2915.95,2743.44761008644
20230731,1,3,2,3,3159.02,3075.65076178752
20230731,1,3,3,3,1452.95,1547.41229740188
20230731,2,3,4,3,3608.86,3198.34130016516
20230731,2,3,5,3,4875.49,4518.85657568508
20230731,2,3,6,3,2685.58,2190.0955876944
20230731,3,3,7,3,1657.58,1441.01651805264
20230731,3,3,8,3,3410.67,2806.73725389552
20230731,3,3,9,3,4548.88,3781.6836765972
20230731,4,3,10,3,4048.41,3637.8499386213603
20230731,4,3,11,3,4994.49,4887.73793037708
20230731,4,3,12,3,3540.39,3552.0375389282394
20230831,1,3,1,3,3805.03,3421.05966605088
20230831,1,3,2,3,2898.73,2736.12996370068
20230831,1,3,3,3,4641.14,4245.02464973052
20230831,2,3,4,3,2501.01,2611.60001694192
20230831,2,3,5,3,1905.24,1557.3491013737998
20230831,2,3,6,3,2249.74,2442.30446838612
20230831,3,3,7,3,3325.61,3529.6047541063194
20230831,3,3,8,3,3904.73,4203.7979097102
20230831,3,3,9,3,3013.57,2940.0743679573598
20230831,4,3,10,3,4171.81,4107.848770351559
20230831,4,3,11,3,1076.41,918.4345989056401
20230831,4,3,12,3,2526.18,2630.87381780496
20230930,1,3,1,3,3793.95,3076.7604048870003
20230930,1,3,2,3,1967.18,1922.0917872082798
20230930,1,3,3,3,3333.25,2727.4227642444002
20230930,2,3,4,3,2193.47,1990.7597011752002
20230930,2,3,5,3,3965.11,3619.9357004747994
20230930,2,3,6,3,1352.04,1170.4135535497198
20230930,3,3,7,3,1935.13,1964.34819605064
20230930,3,3,8,3,1567.18,1584.0405164694
20230930,3,3,9,3,2521.71,2187.3864590461203
20230930,4,3,10,3,3557.58,3596.37327898404
20230930,4,3,11,3,2940.29,3067.68332439756
20230930,4,3,12,3,2465.94,2557.8772960715996
20231031,1,3,1,3,3212.4,2770.5588901385995
20231031,1,3,2,3,3741.19,3478.69112973108
20231031,1,3,3,3,2776.2,2294.45202296892
20231031,2,3,4,3,4574.34,4509.93944375052
20231031,2,3,5,3,4044.43,3527.6653778784002
20231031,2,3,6,3,4634.86,4022.5761970311596
20231031,3,3,7,3,3660.6,3546.499320215519
20231031,3,3,8,3,1134.31,1161.4364409070797
20231031,3,3,9,3,3111.56,2800.4192859777604
20231031,4,3,10,3,4199.94,3462.32639320992
20231031,4,3,11,3,2022.48,2178.58928852772
20231031,4,3,12,3,2739.06,2929.93762829184
20231130,1,3,1,3,4079.81,3998.24402312004
20231130,1,3,2,3,2555.79,2240.3794146347996
20231130,1,3,3,3,4692.41,4194.710832436081
20231130,2,3,4,3,3481.2,3810.1145322271195
20231130,2,3,5,3,4517.88,4705.046690350081
20231130,2,3,6,3,2310.39,1917.55324696356
20231130,3,3,7,3,2385.56,2195.9936906555995
20231130,3,3,8,3,1724.97,1415.6446785347998
20231130,3,3,9,3,1423.03,1224.18625834344
20231130,4,3,10,3,4000.83,3356.31049167852
20231130,4,3,11,3,4173.99,3676.95736028952
20231130,4,3,12,3,2868.59,2658.91479883236
20231231,1,3,1,3,1786.98,1649.62942075488
20231231,1,3,2,3,1114.97,941.40721010028
20231231,1,3,3,3,1618.01,1620.3788287812001
20231231,2,3,4,3,1271.43,1097.8968774809998
20231231,2,3,5,3,4433.66,3832.12745209248
20231231,2,3,6,3,2789.65,3009.26211472764
20231231,3,3,7,3,1346.75,1264.7931977136
20231231,3,3,8,3,2314.27,2029.03738971492
20231231,3,3,9,3,1012.37,849.2468521353599
20231231,4,3,10,3,4375.7,4086.04578296448
20231231,4,3,11,3,1397.64,1156.33808072028
20231231,4,3,12,3,3234.71,3505.10263485564
20240131,1,3,1,3,4933.51,4656.84219462312
20240131,1,3,2,3,2359.68,1979.8332155199598
20240131,1,3,3,3,1786.75,1906.59677095428
20240131,2,3,4,3,1286.91,1045.9635810684
20240131,2,3,5,3,1265.69,1172.7128140261198
20240131,2,3,6,3,4560.8,4951.88729766864
20240131,3,3,7,3,3267.77,2952.8502587784
20240131,3,3,8,3,2114.55,2131.62439410108
20240131,3,3,9,3,4715.21,5166.14838371508
20240131,4,3,10,3,3286.88,2896.068521796
20240131,4,3,11,3,4712.92,4790.709138273
20240131,4,3,12,3,2654.7,2909.09433223404
20240229,1,3,1,3,3237.22,3220.0443197054396
20240229,1,3,2,3,3337.38,3147.5676307754397
20240229,1,3,3,3,3408.37,3723.53238011364
20240229,2,3,4,3,2871.88,2931.52711705596
20240229,2,3,5,3,3593.2,3086.41729888788
20240229,2,3,6,3,1160.92,1150.89982985436
20240229,3,3,7,3,2052.96,2082.8300880780002
20240229,3,3,8,3,3221.01,3075.6607585722
20240229,3,3,9,3,2625.95,2798.349951549
20240229,4,3,10,3,4591.41,4262.49902935116
20240229,4,3,11,3,4670.51,3817.06229757972
20240229,4,3,12,3,2706.19,2813.43509963112
20240331,1,3,1,3,1883.77,2013.01254387288
20240331,1,3,2,3,1241.1,1165.8750133049998
20240331,1,3,3,3,4920.32,4276.064666161919
20240331,2,3,4,3,2990.91,2962.91702095116
20240331,2,3,5,3,3244.63,3380.70264629772
20240331,2,3,6,3,2733.02,2504.07460092384
20240331,3,3,7,3,4979.51,4728.3791857932
20240331,3,3,8,3,4137.06,3594.80378378928
20240331,3,3,9,3,1586.71,1382.6752826601598
20240331,4,3,10,3,3937.38,3603.68092858512
20240331,4,3,11,3,1322.16,1384.1448100081197
20240331,4,3,12,3,3276.0,3509.5512040382396
20240430,1,3,1,3,3848.31,3845.0333011143603
20240430,1,3,2,3,2109.46,2292.8925245588403
20240430,1,3,3,3,1757.64,1906.9166680640399
20240430,2,3,4,3,3806.47,3683.6951931638396
20240430,2,3,5,3,2466.01,1989.1802091957597
20240430,2,3,6,3,3275.49,3595.6435137024
20240430,3,3,7,3,1468.37,1369.64947222212
20240430,3,3,8,3,2296.82,2389.76136810804
20240430,3,3,9,3,2423.61,1975.1347267203598
20240430,4,3,10,3,4506.06,4408.26214677024
20240430,4,3,11,3,4571.42,3842.6240760064798
20240430,4,3,12,3,3098.57,2697.3124487882396
20240531,1,3,1,3,1376.19,1429.9900645506
20240531,1,3,2,3,1736.55,1411.4960128926
20240531,1,3,3,3,3952.05,3817.43217861288
20240531,2,3,4,3,4287.29,4588.5341649046795
20240531,2,3,5,3,1316.13,1337.20990593552
20240531,2,3,6,3,3652.59,3033.39435294516
20240531,3,3,7,3,3441.81,3175.38868253988
20240531,3,3,8,3,4639.96,3762.66979213584
20240531,3,3,9,3,4634.41,4641.27720087636
20240531,4,3,10,3,3075.49,2547.54062071248
20240531,4,3,11,3,1218.92,1095.30771024888
20240531,4,3,12,3,1567.31,1538.18526514224
20240630,1,3,1,3,1016.84,890.34363395484
20240630,1,3,2,3,1797.42,1532.42711716656
20240630,1,3,3,3,4042.41,3337.5265332647996
20240630,2,3,4,3,3328.99,3046.09026948876
20240630,2,3,5,3,1730.46,1573.23399223032
20240630,2,3,6,3,2206.7,2182.96788021756
20240630,3,3,7,3,4448.99,3959.48648891568
20240630,3,3,8,3,1810.0,1559.5983779267997
20240630,3,3,9,3,2675.63,2676.0192974198403
20240630,4,3,10,3,1083.15,1050.6120859446
20240630,4,3,11,3,4806.57,4844.20193309568
20240630,4,3,12,3,1737.62,1901.3884461359999
20240731,1,3,1,3,1996.1,2118.2287026298795
20240731,1,3,2,3,1455.0,1233.42328738776
20240731,1,3,3,3,4378.11,4362.05700797928
20240731,2,3,4,3,2078.65,1934.4278195033999
20240731,2,3,5,3,1657.96,1413.25544699628
20240731,2,3,6,3,3747.57,3119.47666582464
20240731,3,3,7,3,1874.24,1567.15594714488
20240731,3,3,8,3,4165.57,4239.566405295241
20240731,3,3,9,3,2023.83,2171.97141706956
20240731,4,3,10,3,3939.04,3564.88340724204
20240731,4,3,11,3,1102.17,1089.0497230392002
20240731,4,3,12,3,2646.93,2466.88656191424
20240831,1,3,1,3,4171.37,3408.7036401864
20240831,1,3,2,3,3555.04,3569.37196356336
20240831,1,3,3,3,2778.24,2400.79781839476
20240831,2,3,4,3,3370.08,2906.9150331737997
20240831,2,3,5,3,1102.21,1102.3254530942402
20240831,2,3,6,3,1539.12,1257.9953841312001
20240831,3,3,7,3,1604.76,1339.04931431664
20240831,3,3,8,3,1078.16,1175.19201662676
20240831,3,3,9,3,3526.93,3390.3095563752004
20240831,4,3,10,3,1292.31,1313.3575776890398
20240831,4,3,11,3,3045.5,3116.13773974152
20240831,4,3,12,3,4703.59,3923.1281830345197
20240930,1,3,1,3,4725.66,4169.3189993488795
20240930,1,3,2,3,4447.87,3757.16156377716
20240930,1,3,3,3,3752.22,3991.5461773844395
20240930,2,3,4,3,3762.52,4089.8945450662804
20240930,2,3,5,3,4337.34,4091.2441109980796
20240930,2,3,6,3,2781.98,2797.53021520524
20240930,3,3,7,3,2743.57,2881.9430650431595
20240930,3,3,8,3,3641.46,3500.594084964959
20240930,3,3,9,3,3905.16,4207.4467361184
20240930,4,3,10,3,2003.45,1730.90328020328
20240930,4,3,11,3,4648.63,4977.83895069792
20240930,4,3,12,3,4849.54,4441.44147512316
20241031,1,3,1,3,4035.81,3246.37585055256
20241031,1,3,2,3,2934.04,2379.72459628932
20241031,1,3,3,3,3032.44,3226.44226190064
20241031,2,3,4,3,1027.94,1120.10973303996
20241031,2,3,5,3,2049.38,2080.7307632952
20241031,2,3,6,3,1612.68,1445.61503900544
20241031,3,3,7,3,3580.41,3142.35930595716
20241031,3,3,8,3,3248.96,3223.70314289832
20241031,3,3,9,3,2433.51,2369.01803989704
20241031,4,3,10,3,1052.98,1153.89886525836
20241031,4,3,11,3,3192.11,3401.8258523265604
20241031,4,3,12,3,2364.1,2200.21233379056
20241130,1,3,1,3,4012.79,3767.64819090648
20241130,1,3,2,3,1477.79,1574.1936835596
20241130,1,3,3,3,2045.49,2098.9748953362
20241130,2,3,4,3,2200.47,2037.02482067424
20241130,2,3,5,3,3256.64,2760.80202829092
20241130,2,3,6,3,4004.22,3992.2459523120406
20241130,3,3,7,3,4686.89,5144.585319160319
20241130,3,3,8,3,2710.24,2763.8110604795997
20241130,3,3,9,3,1456.49,1400.28961726632
20241130,4,3,10,3,1110.99,1207.85151217632
20241130,4,3,11,3,3302.61,3486.7885253218797
20241130,4,3,12,3,2845.53,2508.01333408776
20241231,1,3,1,3,4836.16,5257.31905999668
20241231,1,3,2,3,4483.03,4537.55056303668
20241231,1,3,3,3,1142.64,1080.1425878893199
20241231,2,3,4,3,4481.54,4431.07480941
20241231,2,3,5,3,1164.63,1271.90091162108
20241231,2,3,6,3,1790.06,1940.8057681292398
20241231,3,3,7,3,3288.28,3105.11128623948
20241231,3,3,8,3,2622.89,2461.6082596032
20241231,3,3,9,3,4236.41,4633.01985673068
20241231,4,3,10,3,2044.94,1905.5071214241598
20241231,4,3,11,3,2343.29,2153.4673686268798
20241231,4,3,12,3,3074.14,3188.64441902556
20250131,1,3,1,3,1666.2,1777.2183836257198
20250131,1,3,2,3,3092.02,3206.19877292364
20250131,1,3,3,3,3518.31,3091.2157555342797
20250131,2,3,4,3,4025.35,4078.1583198519593
20250131,2,3,5,3,4628.73,4875.1319848956
20250131,2,3,6,3,4461.59,4090.7342749793997
20250131,3,3,7,3,4307.37,4323.19950592812
20250131,3,3,8,3,3415.96,3046.25021804364
20250131,3,3,9,3,1120.05,938.0382936631199
20250131,4,3,10,3,2455.68,2063.6262647077197
20250131,4,3,11,3,2997.25,3244.6963907263194
20250131,4,3,12,3,3614.09,3911.0920542798
20250228,1,3,1,3,2139.0,1900.2688062518398
20250228,1,3,2,3,3236.47,2671.03090186452
20250228,1,3,3,3,1275.8,1169.1939458187599
20250228,2,3,4,3,3796.51,3105.9310225832396
20250228,2,3,5,3,2448.9,2344.91579203356
20250228,2,3,6,3,3120.71,3024.4972145799597
20250228,3,3,7,3,3747.07,3854.5302465603595
20250228,3,3,8,3,1272.61,1138.11394224864
20250228,3,3,9,3,3643.06,3793.1000047017596
20250228,4,3,10,3,3149.94,3002.1144136814396
20250228,4,3,11,3,3161.26,2700.0615645752396
20250228,4,3,12,3,3975.36,4115.276381368801
20250331,1,3,1,3,1330.9,1390.6427200501198
20250331,1,3,2,3,1065.46,996.3395419168799
20250331,1,3,3,3,4668.77,5126.44115496612
20250331,2,3,4,3,4090.41,4114.506628948439
20250331,2,3,5,3,3095.62,2760.6220861666798
20250331,2,3,6,3,1465.72,1296.7129311968401
20250331,3,3,7,3,1280.12,1075.79398655352
20250331,3,3,8,3,1158.43,1154.15878166004
20250331,3,3,9,3,3442.27,3419.81006796588
20250331,4,3,10,3,3283.14,2766.8600798069997
20250331,4,3,11,3,2111.63,1760.1338786075999
20250331,4,3,12,3,4233.57,4578.04753777536
20250430,1,3,1,3,3273.26,2843.335482609
20250430,1,3,2,3,4166.92,4110.94777360236
20250430,1,3,3,3,4944.59,4533.82176235104
